src,dst,type,weight
com.rafsan.inventory.MainApp,com.rafsan.inventory.HibernateUtil,CALL,2
com.rafsan.inventory.model.CategoryModel,com.rafsan.inventory.dao.CategoryDao,IMPLEMENTS,1
com.rafsan.inventory.model.CategoryModel,com.rafsan.inventory.HibernateUtil,CALL,6
com.rafsan.inventory.model.CategoryModel,com.rafsan.inventory.entity.Category,CALL,6
com.rafsan.inventory.model.EmployeeModel,com.rafsan.inventory.dao.EmployeeDao,IMPLEMENTS,1
com.rafsan.inventory.model.EmployeeModel,com.rafsan.inventory.HibernateUtil,CALL,8
com.rafsan.inventory.model.EmployeeModel,com.rafsan.inventory.entity.Employee,CALL,16
com.rafsan.inventory.model.InvoiceModel,com.rafsan.inventory.dao.InvoiceDao,IMPLEMENTS,1
com.rafsan.inventory.model.InvoiceModel,com.rafsan.inventory.HibernateUtil,CALL,4
com.rafsan.inventory.model.InvoiceModel,com.rafsan.inventory.entity.Invoice,CALL,1
com.rafsan.inventory.model.ProductModel,com.rafsan.inventory.dao.ProductDao,IMPLEMENTS,1
com.rafsan.inventory.model.ProductModel,com.rafsan.inventory.HibernateUtil,CALL,9
com.rafsan.inventory.model.ProductModel,com.rafsan.inventory.entity.Product,CALL,18
com.rafsan.inventory.model.PurchaseModel,com.rafsan.inventory.dao.PurchaseDao,IMPLEMENTS,1
com.rafsan.inventory.model.PurchaseModel,com.rafsan.inventory.HibernateUtil,CALL,5
com.rafsan.inventory.model.PurchaseModel,com.rafsan.inventory.entity.Purchase,CALL,10
com.rafsan.inventory.model.SalesModel,com.rafsan.inventory.dao.SaleDao,IMPLEMENTS,1
com.rafsan.inventory.model.SalesModel,com.rafsan.inventory.HibernateUtil,CALL,6
com.rafsan.inventory.model.SalesModel,com.rafsan.inventory.entity.Sale,CALL,12
com.rafsan.inventory.model.SupplierModel,com.rafsan.inventory.dao.SupplierDao,IMPLEMENTS,1
com.rafsan.inventory.model.SupplierModel,com.rafsan.inventory.HibernateUtil,CALL,6
com.rafsan.inventory.model.SupplierModel,com.rafsan.inventory.entity.Supplier,CALL,8
com.rafsan.inventory.pdf.PrintInvoice,com.rafsan.inventory.entity.Item,FIELD,1
com.rafsan.inventory.pdf.PrintInvoice,com.rafsan.inventory.entity.Item,CALL,4
